id,forum,author,nick,title,content,created_time,ts
M.1454383484.A.1F9,Gossiping,RandyMarsh,屎蛋爸,Re: [新聞] 台北塞到不像話　柯P下令：員警站崗,"會塞車問題應該是出在車輛太多了

所以要探究車是哪邊來的

上班時間一堆車進城

下班時間一堆車出城

往相反方向就會不太塞

可證車大多是外地(新北)進來的


要解決，我覺得就收進城費

非台北市民進城應該要收個費用

逼外縣市的人用大眾捷運近城

車變少了，自然就不會塞車了


而且配合上現在大幅減少免費車位的政策

外地的車如果想要放在城內規避進城費

也必須支出停車費



--
專賣同志 愛滋男變毒大亨  http://goo.gl/g59hgs

今年10月初，檢警掌握凱文想趁同月26日在北市舉行的同志大遊行，許多國外熟客也入境
參與遊行之後的午夜毒趴，大撈一筆，所以決定提前收網，避免讓更多毒品流入同志圈。

                    ~愛惜生命~ ~遠離毒品~ ~讓愛滋生~

--",2016-02-06 06:08:58,2016-02-02 11:24:36
M.1454383124.A.B86,Gossiping,HTC92,中国台湾人的驕傲-9,[新聞] 陸客中轉1日起路過 柯P：盼有助和平,"陸客中轉1日起路過 柯P：盼有助和平



2016-02-01 19:50 台灣醒報 記者鄭羿菲╱台北報導


中國首批8位陸客1日分乘3班飛機，路過桃園機場、轉機赴他國。行政院大陸委員會主委夏
立言2月1日表示，「希望試點中轉能持續進行，未來變成全面性中轉。」對此，台北市長柯
文哲肯定表示，「陸客中轉有助於兩岸和平及人民未來福祉。」


夏立言1日在「行政院首長交接典禮」會後接受媒體採訪時表示，一直以來都有跟中國聯繫
陸客中轉的方式，只是今天（2月1日）來台中轉的旅客是散客，陸委會在昨天（1月31日）
才沒有確實掌握，到早上才得到確切的資料，首先是從南昌搭乘中國東方航空的2名旅客，
已在早上10點20分左右到達桃機，並於下午1點55分搭機飛往泰國曼谷。


「剩下6名中轉旅客則分別在下午3點45分搭乘立榮航空抵達桃機，9點55分轉機至曼谷；及
晚上6點10分到達桃機，11點50分飛往美國洛杉磯。」夏立言說，希望與中國就陸客中轉議
題持續發展，最後從試點中轉成為全面性中轉。


對此，柯文哲受媒體提問時，原本表達陸客中轉議題的回應已超過台北市政府的層級，但他
停頓2秒後補充說，「我想我的原則是這樣，只要是有助於兩岸和平發展，及促進兩岸人民
福利的我都會去做。」


根據中國媒體到機場邊檢局了解，從南昌、昆明，及重慶等3個城市確實已啟動大陸居民經
台灣中轉試點業務，只要持有中國護照就能從3試點城市經桃機不入境中轉，不用再提供往
來台灣通行證及赴台簽注等出入境證件。


http://udn.com/news/story/1/1480836
v

--
中国台湾人的驕傲-92共識

--",2016-02-06 06:09:33,2016-02-02 11:18:41
M.1454383076.A.F01,HatePolitics,KingChang711,支持Lamigo＝支,Re: [黑特] 柯文哲完蛋了  恭迎蔣市長！,"https://www.youtube.com/watch?v=kN0gulY_anM

安！安！蔣萬安！重砲質詢蔣萬安！
安！安！蔣萬安！勤政愛民蔣萬安！

從現在開始到2018年初，蔣神也有兩年立委任期
想必累積了更多經驗與對政治的了解
如果蔣神能在40歳當選台北市長
一定能提升台北市的能見度
因為我們有這樣一位年輕，顏值又破表的市長，對台北市的國際形象
肯定會有大大的幫助
所以各位朋友，請再次配合音樂，和我一起喊

安！安！蔣萬安！重砲質詢蔣萬安！
安！安！蔣萬安！勤政愛民蔣萬安！

--",2016-02-05 02:05:05,2016-02-02 11:17:53
M.1454382912.A.A6F,Gossiping,QCANCER,琉璃螃蟹,Re: [新聞] 台北塞到不像話　柯P下令：員警站崗,"這幾天老是看到什麼塞車的問題

什麼民怨連連... 來我們淡水走走吧

本來就已經夠慘了，還蓋那個對交通完全沒幫助的輕軌，更慘

現在平日從淡水開車到關渡，是30分起跳。

遇到下雨，一小時左右。

遇到關渡橋<->淡水這段有任何事故。動彈不得是常態

個人最高紀錄，從北新路口到關渡橋頭，6.5公里，開了兩小時


假日... 任何時段進出淡水都塞

柯P都不用負責？？？ 超後悔投給柯P的！！！

--",2016-02-06 06:09:22,2016-02-02 11:15:09
M.1454382323.A.503,Gossiping,kusowan,你感受一下,Re: [新聞] 台北塞到不像話　柯P下令：員警站崗,"靠北

我印象中上一個這麼做的人

叫做 薄熙來

科科


※ 引述《aBianSuck (阿扁)》之銘言：
: 台北塞到不像話　柯P下令：員警站崗
: 台北人最近有感覺塞得很嚴重嗎？
: 《聯合報》報導，台北市交通有多亂？天天穿梭在大街小巷的計程車駕駛最有感，有十多
: 年資歷的施姓駕駛表示，年前逢採辦年貨、尾牙，交通一定塞，「今年特別誇張。」他舉
: 例，昨天他開車行經內湖舊宗路，「馬路宛如停車場」，紅綠燈都已經轉換號誌三次，他
: 的車仍然原地不動。
: 台北市交通大塞車的現象至少已持續一周，民眾抱怨路口打結不見交警，下令取消員警馬
: 路中間執勤的台北市長柯文哲，昨要求員警「重回」該站崗的路口，先解決年前塞車潮。
: （即時新聞中心／綜合報導）
: http://www.appledaily.com.tw/realtimenews/article/life/20160202/788560/台北塞
: 到不像話　柯P下令：員警站崗
: 行動派出所呢   朝三暮四
: 我改了又改   打我阿  笨蛋

--",2016-02-06 06:09:56,2016-02-02 11:05:18
M.1454380746.A.A88,Gossiping,Greatgenius,雷達 X 守望,Re: [新聞] 台北塞到不像話　柯P下令：員警站崗,"本魯每天騎車通勤
下班時間臨停的實在很誇張(由其下雨天)
民生西路往大稻埕閃雙黃燈一堆
還有人都臨停到紅綠燈的機車區
要逛夜市買個東西也不是這樣吧

更搞不清楚的是雖說是綠燈
但前面的車都沒動還要硬往前開的這種人
結果都卡在路中間  讓另一邊也塞住

這種狀況路再大都沒屁用

要大家都不讓也真的只好叫個警察去站
這不是一個很好的方法
但也沒其他方法了


※ 引述《aBianSuck (阿扁)》之銘言：
: 台北塞到不像話　柯P下令：員警站崗
: 台北人最近有感覺塞得很嚴重嗎？
: 《聯合報》報導，台北市交通有多亂？天天穿梭在大街小巷的計程車駕駛最有感，有十
多
: 年資歷的施姓駕駛表示，年前逢採辦年貨、尾牙，交通一定塞，「今年特別誇張。」他
舉
: 例，昨天他開車行經內湖舊宗路，「馬路宛如停車場」，紅綠燈都已經轉換號誌三次，
他
: 的車仍然原地不動。
: 台北市交通大塞車的現象至少已持續一周，民眾抱怨路口打結不見交警，下令取消員警
馬
: 路中間執勤的台北市長柯文哲，昨要求員警「重回」該站崗的路口，先解決年前塞車潮
。
: （即時新聞中心／綜合報導）
: http://www.appledaily.com.tw/realtimenews/article/life/20160202/788560/台北
塞
: 到不像話　柯P下令：員警站崗
: 行動派出所呢   朝三暮四
: 我改了又改   打我阿  笨蛋

--",2016-02-06 06:10:48,2016-02-02 10:39:04
M.1454380015.A.146,Gossiping,nawabonga,vista不到三年就,[爆卦] 不！美國的柯P  川普 褲子沒了嗎？,"http://goo.gl/6luf9r

才剛開票沒多久而已，居然一路輸給Cruz。

Cruz 30％

Trump 27％

Rubio 19％

堂堂的美國柯P---川普，很兇很嗆的，要敗了嗎？

--",2016-02-06 06:10:30,2016-02-02 10:26:52
M.1454379386.A.636,HatePolitics,kauosong,如何一少年，匆匆已白,Re: [黑特] 柯文哲完蛋了  恭迎蔣市長！,"
柯p早就想過這問題了
為了防範將來的市長競爭者
立委選舉柯p跑最多的場子就知道他認為將來市長選舉的對手。

丁守中
林郁方
蔣萬安

結果潘醫師落選讓蔣萬安選上立委就戰鬥位置。

這是最糟的情況。
要馬全落選，要馬上兩個。
讓國民黨內鬥。
結果只有蔣萬安當選，國民黨反而先清理戰場。

這下子柯p就無法高枕無憂了。
隨時等著被蔣萬安狙擊。



※ 引述《kapasky (偽卡巴斯基)》之銘言：
: 柯文哲連個交通都搞不好，只會講大話。
: 我看他下一屆別想連任了，被臺北市民看破手腳。
: 早知道就選勝文，他上的話塞車大家也不會抱怨，因為沒有期待，沒有傷害。
: 可惜勝文現在基本上就半隱居了，兩年前這一仗對他的傷害和霸凌太沈重。
: 所以大概只有請蔣萬安出馬了，憑血統+臉蛋+媒體+花痴票+基本盤，我想80萬票
: 應該也不是問題，柯文哲神氣什麼？
: 恭迎蔣市長！

--",2016-02-05 02:05:31,2016-02-02 10:16:24
M.1454378941.A.8D0,Gossiping,Still28,做死一條命,[ＦＢ] 柯P vs 英冏,"ＦＢ卦點說明：當柯P遇上馬冏?

ＦＢ連結：https://www.facebook.com/taiwanpunches/

ＦＢ內容：

 昨天看到的專頁，當死亡之握對決上回春之手，到底會擦出甚麼火花呢？

 讓我們看下去.......

--",2016-02-06 06:11:27,2016-02-02 10:08:58
M.1454378712.A.7DC,HatePolitics,kapasky,偽卡巴斯基,[黑特] 柯文哲完蛋了  恭迎蔣市長！,"柯文哲連個交通都搞不好，只會講大話。
我看他下一屆別想連任了，被臺北市民看破手腳。

早知道就選勝文，他上的話塞車大家也不會抱怨，因為沒有期待，沒有傷害。
可惜勝文現在基本上就半隱居了，兩年前這一仗對他的傷害和霸凌太沈重。

所以大概只有請蔣萬安出馬了，憑血統+臉蛋+媒體+花痴票+基本盤，我想80萬票
應該也不是問題，柯文哲神氣什麼？

恭迎蔣市長！

--",2016-02-05 02:05:25,2016-02-02 10:05:09
M.1454378266.A.D5B,Gossiping,askey,像鑰匙,Re: [新聞] 台北塞到不像話　柯P下令：員警站崗,"※ 引述《aBianSuck (阿扁)》之銘言：
: 台北塞到不像話　柯P下令：員警站崗
: 台北人最近有感覺塞得很嚴重嗎？
: 《聯合報》報導，台北市交通有多亂？天天穿梭在大街小巷的計程車駕駛最有感，有十多
: 年資歷的施姓駕駛表示，年前逢採辦年貨、尾牙，交通一定塞，「今年特別誇張。」他舉
: 例，昨天他開車行經內湖舊宗路，「馬路宛如停車場」，紅綠燈都已經轉換號誌三次，他
: 的車仍然原地不動。
: 台北市交通大塞車的現象至少已持續一周，民眾抱怨路口打結不見交警，下令取消員警馬
: 路中間執勤的台北市長柯文哲，昨要求員警「重回」該站崗的路口，先解決年前塞車潮。
: （即時新聞中心／綜合報導）
: http://www.appledaily.com.tw/realtimenews/article/life/20160202/788560/台北塞
: 到不像話　柯P下令：員警站崗
: 行動派出所呢   朝三暮四
: 我改了又改   打我阿  笨蛋

跟你講警察不站路口是對的，

但前提是站在民眾對交通有禮讓的意識，

看到前面的車堵住不會硬要擠過去，

結果對向綠燈的時候又被堵住一次，

看到網狀的黃線也就給他塞在上面，

接著越堵越厲害，然後需要警察來主持公道這樣......


台北其實已經很多車道不能左轉了，

所以不要跟我說怕被左轉車佔滿，直行車就不能動，

其實就是賤，就是想把車子督過去，

搶一個紅綠燈的時間，

你想不督過去說不定後面還要狂叭你強督


用路人的交通意識要提高，

不要有站警察(義交有時還沒用)才想讓，

但現階段也只能多勞煩警察站路口了，

可能2050才會禮讓行人跟塞車不搶燈號啦啦啦

速霸陸森林人非鍵盤車手觀察啦

--",2016-02-06 06:11:57,2016-02-02 09:57:44
M.1454378152.A.A0C,Gossiping,kisweet999,淘氣喵,Re: [新聞] 台北塞到不像話　柯P下令：員警站崗,"叫員警回來站崗也沒用呀

反正車子還是看紅綠燈走
不過是多了個人在那比手畫腳

有人說員警指揮交通
可以防止前面塞車後車還一直往前擠
導致號誌變更後車子停在馬路中央的問題

我聽你在屁
每天上下班從瑞光路騎到舊宗路
舊宗路與南京東路交叉口
站一位警察又站一位義交
剛剛說的那種鳥事還不是一直上演

說真的
台北機車族多
有的時候該讓機車紅燈右轉的你就指揮讓他轉
不然多你一個在路中比手畫腳是有用逆

然後該拿出霸氣就拿
有的前面就在塞了
雖然是綠燈
後車還一直往前擠
那時候警察就要出來禁止後車再往前通行呀

看很多次都是義交比警察兇
WTF...

--",2016-02-06 06:11:54,2016-02-02 09:55:50
M.1454377249.A.86E,HatePolitics,winniwalker,柚子,Re: [討論] 柯粉9.2%化,"其實9.2和柯粉都是犯了心理學上的「反肯證偏誤」
反肯證偏誤就是一旦人心中有偏見
自然就會注意支持自己偏見的新聞或訊息中
對於不利於自己偏見的新聞人們自然會嚮往辦法找碴或者忽略
這就解釋為什麼柯粉會想辦法「打臉」不利柯p的文章
9.2會把批評馬總統的聲音全部抹綠
偏見的思維模式常常是量子化
事實上政治是個光譜，是連續漸進的
每個人坐落的位子都不同

--",2016-02-05 02:06:07,2016-02-02 09:40:47
M.1454375679.A.609,Gossiping,aBianSuck,阿扁,[新聞] 台北塞到不像話　柯P下令：員警站崗,"台北塞到不像話　柯P下令：員警站崗

台北人最近有感覺塞得很嚴重嗎？


《聯合報》報導，台北市交通有多亂？天天穿梭在大街小巷的計程車駕駛最有感，有十多
年資歷的施姓駕駛表示，年前逢採辦年貨、尾牙，交通一定塞，「今年特別誇張。」他舉
例，昨天他開車行經內湖舊宗路，「馬路宛如停車場」，紅綠燈都已經轉換號誌三次，他
的車仍然原地不動。

台北市交通大塞車的現象至少已持續一周，民眾抱怨路口打結不見交警，下令取消員警馬
路中間執勤的台北市長柯文哲，昨要求員警「重回」該站崗的路口，先解決年前塞車潮。
（即時新聞中心／綜合報導）

http://www.appledaily.com.tw/realtimenews/article/life/20160202/788560/台北塞
到不像話　柯P下令：員警站崗


行動派出所呢   朝三暮四


我改了又改   打我阿  笨蛋

--
#1EKvju2d
→ scott33:有人以為國際協定能簽了以後 能隨便廢止 都不用負責後果的  08/23 20:26
→ scott33:那國際間何必簽訂協議 大家說廢就廢                       08/23 20:26
→ scott33:腦殘還眞多                                              08/23 20:27

#1EKY6fPg

--",2016-02-06 06:13:08,2016-02-02 09:14:35
M.1454375196.A.797,HatePolitics,circlelee,悟x,[討論] 柯文哲好大喜功,"就是這樣子

一個手術醫生 莫名奇妙 來當市長

懂什麼市政的東西

這點我恨民進黨 為什麼不派綠的來選咧

柯只是發著綠光的外星生物

當初 還不是靠著勝文 是外省人

所以才能當選

否則沒理由 選一個白目阿伯來當市長

自己喜歡騎腳踏車 就把全市都弄腳踏車道

還超收停車費 我看連小孩子的嬰兒車 都收一下費好了


--",2016-02-05 02:05:59,2016-02-02 09:06:33
M.1454363473.A.648,Gossiping,Dionysus,因信稱義,Re: [新聞] 柯志恩、陳宜民 國民黨不分區新亮點,"《關於醫事人力政策的一點個人看法－－理論與實務》



2009年，波蘭醫學生問題在台灣社會引發渲然大波，甚至使得部份台灣本地醫
學生為了爭取保障自身權益與醫療品質而發動社會運動。當然，由於台灣本地
醫學生大多經過從小到大的考試競爭，波蘭醫學生的入學條件相對寬鬆而又往
往具有頗顯赫的家庭背景，加上其在臨床工作上的態度造成衝突以及臨床工作
能力略遜於本地醫學生等問題，台灣本地醫學生基於保障自身就業權益與醫療
品質而發動社會運動乃是自然現象。然而，由於相關運動幹部缺乏政策議題運
作能力又不了解社會運動能量有其極限而必須與其他社會壓力團體進行折衷協
商，加上當時的衛生署長為馬總統嫡系而一度被視為未來政治明星的葉金川而
非一般的公衛醫療界出身的專業技術型署長，原有著大好政治前途盤算的葉署
長自然不願意在社會運動的壓力前表現得署長選擇向其他壓力團體妥協，於是
，當時的衛生署與署長葉金川採取了馬政府一貫造成馬前失蹄的失策作法：當
家鬧事，執政掌權者為了站高姿態扮演某種理想性的白臉，竟自行拉高態勢然
後以為立法院或在野黨等會笨笨地自動為其扮演妥協性的黑臉來讓法案達成必
要的妥協後過關。衡諸五年來的諸多政策議題爭議，馬政府如此取巧的作風似
乎從未真的討到什麼便宜，甚至以最近的台菲漁業衝突來看，馬政府如此作法
往往最終證明了不過是搬磚砸腳罷了，這是後話。



當然，立法院藍綠黨團都不願笨到去代替衛生署和馬政府扮黑臉去為馬總統與
其嫡系政治金童葉金川當抵擋台灣本地醫學生的強烈憤怒情緒的擋劍牌，波蘭
醫學生案最後不了了之，留下持續覺得就業機會受到不公平擠壓的台灣本地醫
學生與不斷擔心是否又會受到其他醫療從業同事排擠的波蘭醫學生，倒是馬政
府避過問題，而相關的台灣本地醫學生幹部又因為從未接受妥協而得到了某種
人生甚至從政資本的社會曝光度與道德正當性，然而，葉前署長從此不再是政
治金童，成了又一椿證明馬政府總是機關算盡太聰明的倒楣案例。



揆諸人類歷史，在現代醫學出現之前，醫師並非那麼經濟地位高收入或社會地
位崇高的職業，在古代中國，醫師並列於「巫、醫、樂師、百工之人」，而在
古代歐洲，外科醫師往往由理髮師兼任。



而在現代醫學出現之後，尤其是二戰後美歐各國為了對抗蘇聯共產陣營的意識
型態挑戰而陸續設置全民健保等社會保險使得原本因為財務壓力而非不得已即
使有病痛也不願就醫的民眾因為健保分擔醫療費用而較常就醫，醫療服務的需
求面因而增加，而醫療愈來愈專業後，專業證照的考試管制成為保障品質的必
要手段，因而使得醫療服務的供給面受到管制而難於增加，於是，這才開始出
現當代醫師收入較高的現象。



回到台灣來看，波蘭醫學生和大陸醫學生等在台灣既有醫學教育體制之外培養
的醫學生確實衝擊了台灣社會對於教育機會做為一種社會階級流動手段的信任
，由於不公平感與對其顯赫背景的特權反感，對於這些外國醫學留學生返台工
作確實會讓本地醫學生甚至一般大眾相當程度上有著反感情緒；然而，同樣地
，由於健保總額自健保開辦以來擴張了近一倍，僅管各項給付金額和點值有所
縮減，但在薄利多銷之下，醫療服務供給量因應著健保所造成的需求量上升而
跟著增加，台灣的醫事人力也開始出現部份短缺的現象。



由於資訊不對稱以及醫療技術門檻過高非一般民眾能輕易區別品質而做最佳就
醫選擇，透過證照考試管制確保從業人員能力水準以及透過總額管制確保從業
人員不會因感受收入過低而有供給者誘發需求現象，乃是合理的政策選擇，而
考量醫學教育不論對個人或對社會而言成本均極高而且又具有高度職業特定性
與侷限性而難於在接受醫學教育後輕易從事其他職業，採取入口 即入學名額管
制而非單純的出口即證照人數管制亦有其正當性。



因此，過去的波蘭醫學生或大陸醫學生的學歷認證問題固宜由相關社會各界共
同仔細討論以俾從法律面與社會觀感面做一妥善衡平處理以平息這個已爭議數
年不休的老問題，然而，就台灣醫療市場醫事人力問題而言，就未來而言，由
衛生署估算每年醫事人力缺額，在保障本地醫學生就業機會的前提下兼顧人力
缺額填補的問題，學習美國處理非本國教育訓練醫學生的制度並納入台灣向來
的總額管制政策考量，每年將這些醫事人力缺額開放給包括波蘭、大陸與美歐
等非台灣本地醫學生透過考試來競爭，或許是實務上較能衡平解決醫事人力缺
額與保障本地醫學教育體系發展並藉此維持與提高醫療品質的較為可行政策方
向。此外，就更長期而言，如果未來五到十年後此一醫事人力缺額並未隨著少
子化而減少並持續存在，則應可以進一步思考是否可以把這些缺額轉化為新設
台灣本地醫學校系。



以上一點淺見。



原文轉載自原PO落格文章
《關於醫事人力政策的一點個人看法－－理論與實務》
原文網址: http://blog.xuite.net/dionysus1101/wretch/116291979



※ 引述《whalelover (哞哞哞哞王)》之銘言：
: 柯志恩、陳宜民 國民黨不分區新亮點
: 國民黨今天將由提名審核小組，底定不分區立委提名名單。據了解，新的「亮點」包括淡
: 江大學學務長柯志恩、高雄醫學大學副校長陳宜民，分別為教育與醫界代表。此外，僑選
: 與軍系分別是海外黨代表童惠珍與退役中將、黃復興黨部書記長胡筑生。
: 目前內定前安全名單包括立法院長王金平、金管會主委曾銘宗、TED×Taipei創辦人許毓
: 仁、柬埔寨裔新住民林麗蟬、立委王育敏、陳宜民、柯志恩、童惠珍、胡筑生、立委黃昭
: 順、前桃園縣長吳志揚、前立委張麗善、以及花蓮縣長傅崐萁的夫人徐榛蔚、總統府秘書
: 長曾永權。
: 外傳的醫學、教育知名學者將列安全名單也曝光。其中柯志恩除了具學者身分，也曾是「
: 世界真奇妙」（後改名為「繞著地球跑」)的主持人，更因此獲得金鐘獎最佳節目主持人
: 獎，而他的父親正是前屏東縣長柯文福。
: 陳宜生則是哈佛大學公共衛生博士，曾任陽明與高雄醫學大學教授，專長是流行病學、登
: 革熱、肝病防治。黨內人士指出，提名審議委員會今天上午才會開會，目前名單的排序名
: 次仍未完全確定。(中時即時)
: http://www.chinatimes.com/realtimenews/20151119005482-260401 (中時)

--

                              革命是歷史的狂幻

--",2016-02-06 06:14:40,2016-02-02 05:51:10
M.1454349895.A.837,Gossiping,sanshin,三振,Re: [新聞] 柯文哲：謝佩霓接文化局長 有國際化能力,"看名字一度以為是謝欣霓的妹妹
不過後來查了一下，結果跟謝欣霓沒有關係

謝佩霓曾經當過中時特展的策展人
台灣這幾年商業特展越來越多
中時也算是一個不錯的引進者(撇開其政治立場)
不曉得謝的經驗，能否擴大引進些相對冷門的藝術特展進北市府

畢竟中時追求的還是商業利益
轉換到北市府後，或許能藉市府力量
將些相對冷門藝術特展推廣出來


--
推 silentlee: 以前漁業改良所有改良過一種四隻螯的螃蟹。             12/08 00:14
推 sanshin: 樓上說的螃蟹是畢氏青螯梭蟹                             12/08 00:16
推 kid725: 真的還假的??                                            12/08 00:20
--
→ Firstshadow: 所以簽名檔是真的還假的 ?                           12/18 00:28
推 incandescent: 所以是真的假的？                                  12/18 00:31

--",2016-02-06 06:15:59,2016-02-02 02:04:51
M.1454349482.A.8A7,Gossiping,LineFriends,※Mojin.con,Re: [新聞] 柯文哲：謝佩霓接文化局長 有國際化能力,"是這樣的
那時候高美館正展出草間彌生展
因為草間彌生非常的有名

整個展場就像托兒所一樣
非常的吵

我發現有位身形單薄小姐
穿越了人群
堅定且溫柔的請大家借過

原來是有位行動不方便的先生要移動
我不確定是不是要去上廁所


我看新聞才知道
那位感覺隨時會被人潮沖走的小姐
是高美館館長
而且高雄市府草草結束了她的任職


我非常的生氣

說實在的她身為高美館長的期間
有好幾個展覽是首站甚至是獨家

無障礙動線雖說沒有盡善盡美
但也屌打台中國美館(這沒虎爛)

我雖然不是個文青
但高美館在謝佩霓小姐的付出下
這幾年真的非常的有水準

希望到了北市府
真的能被柯市長好好珍惜

--",2016-02-06 06:15:53,2016-02-02 01:58:00
M.1454348426.A.070,Gossiping,GowJin,賭神,Re: [新聞] 林志嘉任秘書長 總召柯建銘推薦,"※ 引述《akway (生活就是要快樂)》之銘言：
: 林志嘉任秘書長 總召柯建銘推薦
: 自由
: 2016-02-01  15:55
: 〔記者曾韋禎／台北報導〕新任立法院長蘇嘉全將任命前台聯秘書長林志嘉擔任立法院
秘
: 書長。據了解,這是立法院民進黨團總召柯建銘的建議。
:
: 蘇嘉全將任命林志嘉任秘書長,跌破許多立院人士眼鏡。
: 原來這是蘇嘉全上週五前來向柯建銘請益,柯提醒蘇,秘書長的人事非常重要。他推薦,
若
: 要對其他政黨釋出善意,就用了林志嘉;若要用自己人,則是前行政院秘書長陳景峻。而
蘇
: 嘉全原先屬意的人選是前立委李俊毅。
: 林志嘉最後能出線,顯然是有聽取老柯的建議。
: http://news.ltn.com.tw/news/politics/breakingnews/1591437
: ----------------
: 柯柯柯

民進黨這次立院爭奪戰還不錯看
雖然原先有點期待三人搶位，最後被國民黨拿去(X)
最後蔡一出手，大勢底定
新聞出來也沒讓柯輸了面子。
如果各位有在認真看政治新聞
就會發現
每次民進黨跟台聯要協調
民進黨幾乎都是派蘇嘉全
台聯幾乎都是派林志嘉
可以猜得到，蘇林兩人應有私交
至於柯推薦，可能是選前台聯在新竹說挺柯的答謝
又或者給老柯贏個面子吧
同時又因為民進黨這次告急牌
泛綠傾向政黨都表現不理想
抓個台聯前秘書長安撫人心吧
只能說小英這幾年主席不是當假的

--",2016-02-06 06:17:01,2016-02-02 01:40:23
M.1454344217.A.69C,HatePolitics,wilson0937,黃冠冠,[討論] 有沒有塞車都是柯P的錯的八卦？,"最近在吵塞車問題，我覺得應該洗白一下。
文長，但小弟拜託大家看完，感謝。

首先大家要有個認知，就是塞車的問題很難被解決。
簡單的經濟學原理，當需求大於供給，也就是供過於求，在交通上來看就是塞車。
所以這時候生產者要製造更多產品來提供給消費者。

在此的生產者就是政府，他必須造更多路、拓寬原有道路來增加供給。
但是問題來了，今天台北市的土地利用已經趨近飽和，
基本上要再蓋新的路是不可能的，更不可能把民房拆掉蓋馬路，根本荒謬。
還有，就是交通的供給是幾乎沒有辦法調度的。

會這樣說是因為若我是賣實體商品的生產者，我可以透過調貨來滿足不平衡的需求，
但是交通呢？其實可以，但功能有限，
調撥車道就是一個例子，尖峰時段加開班次也是一個例子。
但是有可能尖峰時段政府把道路拓寬，離峰再還地於民嗎？
不可能，所以基本上這樣的手段只能減緩塞車的現象，但是並無法解決。

再來我要談談塞車的原因。
再來我要談談塞車的原因。
塞車可以有很多原因，當然不只是車禍、管制或是道路施工。
其實就算你開在國道上，
沒有車禍、沒有施工、沒有臨檢，甚至是大晴天，都有可能塞車，
為什麼？純粹因為車太多。
但我想要解釋這個理論又得花上相當篇幅，因此附上連結供各位參考：
http://ww2.kqed.org/lowdown/2013/11/12/traffic-waves/
我想說的是，今天純粹因為車多就可以造成塞車，
你就知道當路邊都是違規停車、紅綠燈、車禍，
加上一堆人不守交通規則亂鑽亂闖，糟糕的是路就這麼一條，
還要分配給行人、自行車、機車、汽車、公車，是有多麼的不足與擁擠。

講到這邊有人可能會覺得，那既然都塞車了還拓寬人行道自行車道讓塞車更嚴重。
沒錯，他是讓塞車更嚴重，但是我前面一再提到，
一條路就那麼寬，還要分配給不同族群。
台灣在過去車輛本位的交通政策，幾乎沒有考慮到較弱勢的行人和自行車路權
（你去看看北市以外的其他地方人行道根本少得可憐，就算有也大概被拿來放自家雜物）
，因此建設人行道自行車道只是彌補過去的不足，
只是在車輛過多、開車成本過低的現在，
大家看起來不太平衡而已。
所以三橫三縱雖然加重了塞車的程度，但我覺得也只是剛好而已。



綜合上面建立了塞車無解以及塞車成因的觀念之後，所以到底該怎麼辦？
如果你看到這邊可以理解塞車的問題可以減緩，但不一定能被解決，
我想接下來的解決方案可能會比較好懂。

要怎麼減緩？限制與分散需求是唯一的解決之道。
這部分可以從制度面、態度面、技術面來探討

第一，制度面
限制買車的數量，限制大家可以開車上路的權利，鼓勵大家搭乘大眾運輸工具，
不過這不是我的重點

第二，技術面
像柯 P 說的用 eTag 偵測道路交通量來分析，並提前在容易塞車的地方實施預防措施，
不過這也不是重點

第三，態度面
這部分也是我想說的重點，
當然塞車並不是大家所樂見的，
不過當媒體報導拿著麥克風訪問開車的駕駛會不會覺得很塞時，我覺得根本就是荒謬。
塞車是大家造成的，你可以怪政府，你可以怪三橫三縱，但是你不能不怪你自己，
因為你也是造成塞車的原因之一。
當你坐在駕駛座上嫌塞車讓你上班遲到的時候，
當你坐在駕駛座上嫌塞車讓你上班遲到的時候，
你有沒有想過你可以提早出門搭捷運換公車；
當你在雨天抱怨塞車的時候，
卻又不願意承認自己不想搭捷運只是為了方便怕被雨淋濕。

這一切的一切，都是因為大家的自私。
講這樣好像有點重，
但是我也不是覺得大家應該像聖人一樣乖乖搭大眾運輸而不批評，
而是這一切爭議到現在我認為根本就沒有在一個對的基礎上來討論這件事，
說要解決塞車，說什麼陣痛期都是假的。

話說回來，政府當然可以解決，
我認為政府應該也知道如何解決，
那為什麼他不解決？

因為要選票。

當政府說要收進城費的時候，他少了一些選票；
當政府說要限制車輛上路的時候，他又少了一些選票。
結果就是下一任選不上，改朝換代之後後朝又將前朝的政策廢除，前功盡棄。
他寧願大家小小抱怨但是下次選舉繼續投給他，
卻不要做放棄選票但真正能夠解決問題的事情。


以上，感謝大家看完

--",2016-02-05 02:06:50,2016-02-02 00:30:14
